email_length,num_links,num_special_chars,sender_reputation,has_attachment,is_spam
902,1,16,44,0,1
607,2,15,58,0,1
477,2,12,47,1,1
628,2,15,41,0,1
740,3,16,68,0,1
693,0,14,41,0,1
1011,2,15,56,0,1
492,2,15,65,0,1
637,1,11,70,1,1
832,4,19,29,1,1
822,0,19,61,1,1
307,3,14,42,1,1
599,1,15,46,0,1
822,1,12,31,0,1
1033,1,18,78,1,1
705,3,21,41,1,1
544,4,16,38,0,1
448,1,17,38,1,1
932,0,14,35,0,1
709,3,13,54,0,1
472,1,16,53,1,1
569,0,11,51,1,1
646,3,16,48,1,1
681,1,16,55,0,1
465,1,16,47,0,1
507,1,19,49,0,1
352,4,20,51,1,1
755,1,17,20,0,1
548,2,14,42,0,1
669,3,18,37,0,1
813,3,15,78,0,1
632,4,22,43,1,1
583,2,17,38,0,1
629,2,14,39,1,1
609,2,17,38,0,1
786,1,11,58,0,1
646,1,14,74,0,0
518,3,10,47,0,1
757,2,12,63,0,1
784,3,7,39,1,1
399,1,18,32,0,1
829,1,17,72,1,1
654,6,11,38,0,1
642,1,15,45,0,1
750,1,17,46,1,1
514,2,22,45,0,1
743,2,11,64,0,1
543,2,10,48,0,1
378,2,14,56,1,1
450,3,9,64,1,1
685,3,19,54,0,1
458,1,19,71,0,0
841,1,17,47,0,1
778,1,20,31,0,1
800,2,22,51,0,1
618,0,20,59,0,0
638,2,22,70,0,1
420,3,22,6,0,1
749,4,17,51,1,1
656,4,15,47,0,1
685,3,15,43,1,1
853,2,15,47,0,1
509,0,12,34,0,1
581,1,13,51,0,1
649,3,17,40,0,1
459,2,16,17,0,1
571,5,13,47,0,1
673,1,14,46,0,1
551,4,14,44,0,1
796,6,22,46,0,1
373,3,21,33,0,1
768,2,17,68,0,1
699,2,19,27,1,1
514,0,18,32,1,1
461,0,12,44,0,0
287,1,13,48,0,0
480,2,10,8,1,1
757,2,16,51,0,1
591,0,10,83,0,0
774,0,13,47,0,1
507,3,11,35,0,1
706,1,16,93,0,0
492,1,16,44,1,1
455,1,10,37,0,1
583,0,13,67,0,0
500,4,19,32,0,1
368,2,17,58,1,1
572,3,17,36,0,1
615,4,20,60,1,1
790,2,12,21,0,1
740,2,13,36,1,1
782,4,13,61,0,1
708,3,15,70,0,1
649,2,14,57,1,1
415,1,12,65,0,0
622,3,13,30,0,1
689,2,22,56,0,1
818,4,10,64,1,1
702,2,23,58,0,1
786,1,15,51,0,1
445,1,12,37,1,1
551,1,17,79,0,0
664,4,8,44,1,1
774,1,11,40,0,1
578,2,19,38,0,1
587,0,15,51,0,0
703,1,13,43,0,1
431,1,18,64,0,0
841,3,19,31,0,1
468,3,11,80,1,1
312,3,20,80,0,1
601,2,18,67,1,1
854,3,11,36,1,1
687,2,15,53,1,1
712,1,20,59,0,1
606,2,12,61,0,1
577,3,18,23,0,1
368,2,19,43,0,1
261,1,12,34,1,1
629,2,9,65,1,1
796,2,13,55,1,1
651,2,15,57,0,1
693,2,11,17,0,1
837,2,12,38,0,1
649,0,16,53,0,0
581,3,10,57,0,1
477,3,12,50,1,1
903,4,15,48,0,1
678,4,16,55,0,1
458,2,16,49,0,1
424,1,11,59,0,0
787,2,15,81,0,1
444,2,13,71,1,1
878,1,11,50,1,1
186,1,15,53,1,1
813,1,26,38,1,1
673,3,13,51,0,1
617,3,19,62,0,1
573,1,20,53,1,1
883,1,16,66,0,1
706,2,26,36,0,1
464,2,13,51,0,1
342,3,22,68,1,1
626,0,14,64,0,0
599,4,14,52,1,1
372,3,16,42,1,1
591,1,12,51,0,1
513,1,16,35,1,1
601,2,19,36,0,1
708,0,19,63,0,0
823,1,4,61,1,1
736,3,17,43,0,1
491,5,22,62,1,1
655,3,17,53,1,1
609,2,7,58,0,1
400,2,13,60,0,1
659,2,16,51,1,1
878,1,20,41,0,1
604,0,19,70,0,0
360,0,15,37,1,1
604,2,10,32,0,1
417,2,20,33,1,1
729,2,14,52,1,1
678,1,11,37,1,1
574,3,13,63,0,1
550,4,17,43,0,1
568,2,9,39,1,1
601,3,16,65,1,1
484,1,22,77,1,1
391,1,16,53,0,1
770,3,12,57,0,1
542,1,11,39,1,1
625,1,14,42,1,1
642,2,19,60,1,1
648,1,15,72,0,1
423,0,17,52,0,0
348,1,14,58,0,0
511,5,12,11,0,1
659,2,14,62,0,1
490,2,17,58,0,1
546,2,13,29,0,1
919,3,17,30,1,1
323,1,14,59,1,1
486,1,16,51,0,1
884,3,10,39,1,1
593,2,13,55,0,1
494,2,13,67,1,1
775,1,8,72,0,1
608,2,20,45,1,1
547,5,17,49,0,1
628,4,8,59,0,1
501,3,12,25,0,1
447,4,13,65,0,1
582,4,17,83,0,1
448,1,17,38,0,1
601,4,20,46,0,1
653,3,11,73,0,1
727,4,13,68,0,1
769,4,13,73,0,1
539,1,25,47,0,1
674,4,13,23,0,1
673,2,15,77,0,1
649,1,12,40,0,1
528,0,17,32,0,1
445,1,15,80,0,0
675,3,15,65,0,1
343,4,12,46,0,1
559,1,21,80,1,1
216,2,16,43,0,1
399,2,13,56,1,1
468,2,8,69,0,1
764,3,15,51,0,1
703,3,14,39,1,1
516,2,16,49,0,1
709,4,11,34,0,1
733,0,15,49,1,1
575,1,17,48,1,1
392,4,16,64,0,1
568,2,16,44,0,1
585,1,10,62,0,1
415,0,14,70,0,0
655,0,15,50,0,1
641,2,7,47,0,1
666,1,13,59,0,1
641,2,11,42,0,1
709,4,13,40,1,1
573,1,16,50,0,1
630,3,12,59,1,1
540,1,22,41,0,1
512,3,15,40,0,1
800,2,14,35,0,1
293,1,12,55,1,1
731,4,15,47,0,1
506,2,9,57,0,1
487,3,14,35,0,1
639,0,13,23,0,1
376,3,16,46,1,1
477,0,15,46,1,1
472,1,12,61,1,1
566,3,22,45,0,1
479,3,11,42,0,1
840,4,17,63,0,1
869,3,12,55,1,1
296,1,12,85,0,0
681,0,16,58,1,1
728,1,18,38,0,1
681,2,21,60,0,1
501,2,11,72,0,1
563,0,18,70,0,0
487,2,19,55,0,1
536,6,20,64,0,1
418,2,19,47,1,1
582,1,10,69,1,1
374,3,19,42,0,1
569,4,19,64,0,1
412,1,9,43,0,1
631,2,8,79,1,1
498,2,17,33,1,1
643,3,16,16,1,1
762,2,11,45,1,1
838,2,22,42,0,1
220,4,10,61,0,1
474,2,17,40,0,1
554,1,15,49,1,1
669,1,16,58,0,1
352,2,13,45,0,1
452,4,17,50,0,1
619,4,17,70,0,1
612,1,22,87,0,0
656,0,19,56,1,1
666,2,16,50,0,1
650,0,15,64,0,0
629,2,13,60,1,1
608,1,20,65,0,1
699,0,15,44,0,1
264,1,17,37,1,1
831,1,17,37,0,1
269,2,16,79,1,1
438,2,15,59,1,1
565,6,15,55,0,1
700,2,11,45,0,1
150,3,14,51,0,1
595,0,26,74,0,0
718,0,18,61,0,0
749,3,13,56,0,1
495,4,17,38,0,1
554,3,17,61,0,1
507,3,14,29,1,1
541,3,15,64,0,1
445,0,17,53,0,0
466,2,19,38,0,1
665,2,14,14,0,1
619,1,12,20,0,1
673,4,15,37,0,1
632,2,17,58,0,1
705,1,24,35,1,1
731,1,19,35,0,1
338,2,16,65,0,1
471,0,5,66,0,0
565,2,18,64,0,1
596,4,11,43,0,1
499,6,11,41,0,1
736,2,13,73,0,1
896,5,15,40,0,1
627,1,12,44,0,1
612,3,13,46,1,1
727,0,14,54,0,1
320,0,21,42,1,1
604,3,11,54,0,1
746,2,15,58,0,1
503,1,16,89,0,0
416,5,13,62,0,1
572,3,14,55,0,1
590,1,18,24,0,1
463,5,13,61,0,1
914,1,15,46,0,1
528,0,14,59,1,1
426,1,16,41,1,1
585,3,23,14,0,1
736,2,20,40,1,1
602,2,15,48,1,1
672,5,18,79,1,1
469,3,20,35,1,1
823,1,12,54,0,1
684,2,5,29,1,1
757,1,20,47,0,1
654,0,16,44,0,1
723,2,19,38,0,1
469,2,14,28,0,1
526,1,12,65,0,0
801,0,11,55,1,1
833,1,18,65,0,1
427,2,19,39,0,1
637,1,16,34,0,1
535,3,16,73,0,1
495,1,10,89,0,0
642,1,14,79,0,0
771,1,15,32,0,1
667,2,12,39,0,1
552,4,18,58,0,1
677,0,12,61,1,1
546,0,16,42,0,1
661,0,15,29,0,1
809,0,22,29,1,1
288,1,13,60,0,0
719,2,14,77,0,1
369,2,17,44,0,1
784,1,15,39,0,1
504,3,9,67,0,1
417,1,17,45,0,1
704,3,20,44,0,1
654,1,14,23,1,1
450,3,13,26,1,1
412,2,11,36,0,1
571,3,18,83,1,1
419,1,20,73,0,0
440,1,19,35,0,1
617,3,16,71,0,1
455,1,9,72,0,0
663,2,14,57,0,1
823,4,24,42,0,1
577,0,10,34,0,1
619,1,10,3,0,1
902,3,12,33,0,1
421,1,16,48,0,1
778,2,20,71,0,1
760,2,11,68,0,1
728,3,15,63,0,1
793,2,19,33,0,1
642,3,13,50,0,1
512,1,14,83,0,0
764,1,14,64,0,1
769,1,16,47,0,1
765,3,18,40,0,1
606,2,16,62,0,1
492,2,15,57,0,1
628,4,19,44,0,1
741,0,24,34,0,1
753,2,12,80,0,1
535,1,15,21,0,1
647,2,17,80,0,1
403,2,16,35,1,1
747,0,10,29,0,1
482,2,17,55,0,1
717,2,18,34,0,1
427,1,16,11,1,1
754,2,23,29,0,1
648,3,13,39,1,1
482,2,12,30,0,1
703,3,10,59,0,1
511,1,8,72,0,0
712,3,13,54,1,1
558,4,26,41,0,1
341,2,12,56,0,1
452,0,20,36,1,1
535,0,13,20,1,1
805,0,18,72,1,1
735,4,14,38,0,1
843,1,17,64,0,1
848,7,18,29,0,1
519,1,10,26,0,1
571,0,12,56,0,0
538,2,17,63,0,1
499,4,10,52,0,1
323,2,21,53,0,1
597,7,12,59,0,1
407,4,7,54,0,1
594,3,16,50,1,1
917,3,13,32,1,1
523,1,19,75,1,1
629,4,18,84,0,1
735,2,23,46,0,1
642,3,14,55,0,1
643,3,16,39,0,1
545,0,7,37,0,1
565,2,21,28,0,1
455,3,18,40,1,1
726,2,10,31,1,1
338,4,13,62,0,1
745,4,17,21,1,1
389,0,13,36,0,0
744,1,10,18,0,1
546,3,12,66,1,1
415,1,12,65,0,0
686,2,18,53,1,1
739,3,19,63,1,1
534,1,16,40,0,1
708,4,14,55,1,1
257,4,15,41,0,1
401,1,12,48,0,1
793,2,11,39,0,1
566,0,15,47,1,1
320,2,12,38,0,1
495,1,11,36,0,1
461,3,10,53,1,1
575,2,13,35,1,1
544,2,12,62,0,1
626,3,16,42,0,1
589,1,13,53,0,1
803,2,18,43,1,1
663,1,17,66,0,1
668,2,17,69,1,1
774,1,16,41,0,1
541,2,16,62,0,1
410,2,17,78,0,0
781,3,19,28,1,1
620,1,19,63,0,1
620,1,20,28,0,1
505,1,16,38,0,1
507,2,12,59,0,1
727,1,10,39,0,1
747,1,16,55,0,1
717,1,22,47,0,1
718,4,14,58,0,1
685,3,9,63,1,1
619,1,14,60,0,1
573,1,10,73,1,1
781,3,19,63,0,1
543,3,17,47,0,1
655,2,18,23,0,1
479,3,12,36,1,1
501,0,15,44,0,0
564,3,12,49,1,1
479,3,16,51,0,1
719,5,12,65,0,1
397,2,11,77,0,0
614,0,21,39,0,1
619,2,8,55,0,1
328,2,20,37,1,1
533,5,14,47,0,1
638,6,14,59,0,1
664,0,9,47,0,1
569,2,13,43,1,1
701,3,11,62,0,1
583,3,15,57,0,1
602,3,10,19,0,1
637,1,15,56,0,1
739,1,18,26,1,1
498,3,14,53,0,1
526,2,13,41,1,1
499,2,16,56,0,1
550,1,22,47,0,1
813,1,10,44,0,1
685,0,12,67,0,0
430,3,10,40,1,1
509,1,16,61,0,1
655,1,11,49,1,1
464,0,14,38,0,0
491,3,12,40,1,1
801,4,16,68,0,1
507,1,14,59,1,1
743,5,9,48,0,1
788,1,7,75,0,1
489,2,20,59,0,1
466,0,21,63,1,0
558,4,19,44,1,1
436,1,19,30,1,1
618,3,14,54,0,1
569,0,11,57,1,1
654,3,14,16,1,1
809,2,17,22,1,1
722,1,14,82,1,1
673,2,16,58,1,1
305,2,16,54,0,1
666,2,17,58,1,1
858,1,19,60,1,1
148,1,25,59,1,0
703,0,8,30,1,1
576,3,10,77,1,1
472,2,22,48,0,1
720,1,11,41,1,1
856,4,11,76,0,1
716,2,12,26,0,1
544,0,18,40,0,1
458,1,15,53,0,1
621,3,8,69,0,1
730,5,12,35,0,1
541,1,14,46,0,1
556,1,10,53,1,1
1023,4,19,34,0,1
761,4,15,59,0,1
772,4,10,49,0,1
380,0,15,44,1,1
493,1,11,56,0,1
611,4,16,56,1,1
449,1,15,70,0,0
840,3,10,45,1,1
811,1,20,67,0,1
519,3,13,48,0,1
867,3,13,61,0,1
599,2,13,17,0,1
988,0,14,43,1,1
621,5,13,78,0,1
686,5,14,53,0,1
809,0,18,49,1,1
791,1,13,43,0,1
676,5,15,29,0,1
578,2,19,72,0,1
677,2,19,47,0,1
477,2,17,58,0,1
622,0,8,52,0,0
433,3,20,75,0,1
332,2,12,56,0,1
607,2,19,30,0,1
789,4,22,71,0,1
738,2,18,34,0,1
587,0,15,56,1,1
862,1,14,65,0,1
514,1,14,34,0,1
312,1,10,44,0,0
272,1,20,63,0,0
422,0,14,64,1,0
722,1,12,25,0,1
504,2,14,51,0,1
669,1,16,49,0,1
846,2,19,54,0,1
434,0,15,62,0,0
671,4,28,47,0,1
680,2,15,20,0,1
470,2,17,52,0,1
803,4,14,40,1,1
556,1,9,30,0,1
542,1,8,58,0,1
916,3,22,60,1,1
678,5,7,59,0,1
738,3,16,58,1,1
803,4,12,55,0,1
502,1,9,39,0,1
787,2,16,43,1,1
524,2,16,43,0,1
518,0,21,55,0,0
559,3,14,53,0,1
506,1,19,76,0,0
723,2,17,54,1,1
640,3,13,52,1,1
526,2,23,58,0,1
701,0,14,55,0,0
558,2,19,48,0,1
550,4,17,71,0,1
607,2,18,59,0,1
669,1,18,63,1,1
658,1,14,27,0,1
545,1,14,33,0,1
727,3,11,56,0,1
566,1,14,55,1,1
501,1,20,46,0,1
379,2,15,66,0,1
747,2,12,52,1,1
601,2,20,59,0,1
631,1,19,43,0,1
756,0,17,52,0,1
528,2,14,72,0,1
393,1,16,69,0,0
610,3,16,34,0,1
646,2,13,66,0,1
560,2,9,72,0,1
821,1,9,67,0,1
227,1,21,46,0,0
768,1,14,49,0,1
718,1,11,73,0,1
668,2,11,60,0,1
99,1,14,24,1,1
792,1,10,52,0,1
446,0,18,74,0,0
523,1,14,39,0,1
574,3,13,49,0,1
661,1,12,60,1,1
695,2,8,47,0,1
733,0,7,45,1,1
722,1,14,62,0,1
637,2,15,56,0,1
662,2,18,43,0,1
436,0,18,74,1,0
487,3,20,63,0,1
734,3,8,27,0,1
725,2,19,60,0,1
708,1,19,30,0,1
522,2,14,61,0,1
736,2,15,30,0,1
425,3,20,46,0,1
761,2,12,44,0,1
560,1,10,23,0,1
852,3,20,55,1,1
371,5,19,66,0,1
864,1,19,29,0,1
545,2,16,53,0,1
543,1,14,48,0,1
629,0,14,37,1,1
495,3,23,55,0,1
589,1,16,48,1,1
489,0,14,56,1,1
494,0,20,40,0,1
673,4,19,56,0,1
464,7,14,48,1,1
484,1,12,35,0,1
394,1,15,45,0,1
524,1,18,35,0,1
796,1,15,42,1,1
473,2,16,40,0,1
490,1,17,52,0,1
629,0,11,58,0,0
544,1,9,70,0,0
934,2,16,43,0,1
575,2,21,61,1,1
650,0,10,46,0,1
741,3,9,62,1,1
738,3,18,58,1,1
634,2,19,47,0,1
575,0,15,29,1,1
903,1,14,65,0,1
585,0,11,53,0,0
533,12,20,61,0,1
503,6,10,26,0,1
340,2,9,60,1,1
723,3,14,44,0,1
247,2,12,54,0,1
599,1,22,62,0,1
569,2,13,65,0,1
935,4,19,39,1,1
325,5,15,55,0,1
464,1,20,69,0,0
579,4,13,42,1,1
570,0,10,59,0,0
517,1,16,30,0,1
587,2,14,48,0,1
411,3,17,68,0,1
653,0,16,49,0,1
251,3,10,30,0,1
596,2,12,44,0,1
509,3,16,25,0,1
752,1,17,72,0,1
863,1,13,62,1,1
550,1,13,44,0,1
808,3,20,62,1,1
552,0,21,61,0,0
455,3,23,43,1,1
861,2,14,56,0,1
678,1,18,76,0,1
600,2,16,53,0,1
703,1,3,48,0,1
641,2,14,65,1,1
589,1,8,43,0,1
401,4,21,52,0,1
559,1,24,35,0,1
693,6,11,63,0,1
581,4,18,34,1,1
735,2,15,56,1,1
657,2,17,51,0,1
468,2,12,35,0,1
402,0,15,38,0,0
576,2,15,43,0,1
521,2,11,59,0,1
650,2,14,64,0,1
492,3,15,46,0,1
507,0,8,20,0,1
757,2,13,64,0,1
622,1,16,60,1,1
494,4,17,38,0,1
602,5,12,78,0,1
806,3,12,70,1,1
644,1,8,36,1,1
688,2,12,27,1,1
487,4,17,38,0,1
753,3,18,55,0,1
947,3,13,43,0,1
481,2,15,45,1,1
422,0,12,51,0,0
626,1,18,47,0,1
731,3,11,30,1,1
586,2,20,56,1,1
442,0,14,61,0,0
583,3,12,16,0,1
689,1,14,76,0,1
538,1,21,32,0,1
691,1,16,87,0,0
774,0,10,60,1,1
636,5,17,38,1,1
595,3,25,65,0,1
724,2,19,54,1,1
471,1,13,50,1,1
456,2,13,33,0,1
560,2,13,38,0,1
526,3,16,41,1,1
479,4,18,48,1,1
874,2,17,64,1,1
925,3,17,42,0,1
546,5,11,14,0,1
613,3,13,51,0,1
571,2,19,52,0,1
766,0,20,8,0,1
795,3,19,67,1,1
333,7,12,56,0,1
671,2,22,54,0,1
403,2,17,36,1,1
863,1,21,35,0,1
666,1,13,26,0,1
476,4,17,32,0,1
563,3,21,72,0,1
556,3,12,48,0,1
678,2,21,36,0,1
756,2,12,34,0,1
427,1,10,52,0,1
875,1,9,47,0,1
840,4,14,54,0,1
468,1,18,24,0,1
610,1,16,57,1,1
856,2,16,62,0,1
784,1,21,51,0,1
549,6,13,42,0,1
722,1,10,14,0,1
1049,2,17,49,0,1
615,4,17,35,0,1
505,2,18,57,0,1
625,4,16,41,0,1
636,2,18,43,0,1
521,2,19,61,0,1
666,4,16,51,0,1
411,2,25,62,1,1
500,3,16,71,1,1
713,0,14,66,1,1
336,3,15,40,1,1
735,1,17,35,1,1
298,1,14,35,0,1
340,2,16,65,0,1
525,2,14,58,0,1
643,1,10,62,0,1
798,4,20,52,1,1
608,1,19,76,0,0
563,0,13,64,0,0
686,2,14,52,0,1
469,2,11,28,0,1
620,1,24,37,1,1
420,2,16,56,1,1
612,2,11,37,0,1
580,3,28,70,0,1
479,1,14,46,0,1
624,1,11,68,0,1
623,0,14,33,0,1
776,3,9,43,0,1
359,3,15,35,0,1
588,6,13,47,1,1
485,2,12,43,0,1
730,2,15,55,1,1
713,1,21,46,0,1
676,0,14,45,0,1
494,3,22,27,0,1
732,2,12,21,0,1
370,1,18,38,0,1
339,5,12,44,1,1
408,1,23,33,1,1
594,0,9,63,0,0
701,0,22,29,0,1
153,2,14,41,0,1
798,2,9,58,0,1
619,2,15,61,0,1
364,3,15,32,1,1
615,2,14,58,0,1
763,3,16,54,0,1
689,0,14,57,1,1
764,1,11,41,0,1
395,3,9,42,0,1
537,4,10,58,0,1
461,1,20,58,1,1
857,4,13,52,0,1
695,4,19,71,1,1
1027,5,10,13,0,1
529,3,15,73,0,1
491,0,13,27,0,1
578,3,16,44,0,1
806,1,18,25,0,1
545,4,15,34,1,1
618,2,13,49,0,1
614,4,21,30,1,1
605,2,20,42,0,1
502,2,15,32,1,1
579,3,20,46,0,1
572,2,12,47,0,1
598,2,13,33,0,1
741,2,11,62,0,1
864,2,11,45,1,1
473,1,16,44,1,1
541,1,20,40,0,1
476,0,15,37,0,1
628,3,14,54,0,1
519,2,18,26,1,1
635,3,22,52,0,1
765,2,7,37,0,1
221,4,17,54,0,1
673,3,10,59,0,1
530,3,13,41,1,1
669,0,14,47,1,1
465,0,14,46,0,0
779,7,16,71,0,1
736,3,19,66,0,1
685,2,18,37,1,1
718,3,15,55,0,1
488,3,22,50,0,1
507,0,14,39,1,1
712,3,17,39,0,1
484,0,15,56,1,1
816,2,15,67,0,1
551,0,20,63,0,0
675,0,13,56,1,1
914,2,18,49,0,1
494,2,26,35,1,1
610,2,15,35,1,1
758,3,14,59,0,1
742,1,20,52,1,1
550,1,14,29,0,1
522,1,10,53,1,1
565,3,13,68,0,1
817,2,21,65,0,1
558,3,10,50,1,1
611,4,9,38,0,1
535,1,17,77,1,1
705,6,14,44,0,1
623,0,11,50,1,1
449,0,16,30,0,1
454,4,12,48,0,1
300,2,20,67,0,0
475,2,18,60,1,1
719,1,13,51,1,1
798,2,12,66,1,1
702,2,20,32,0,1
683,1,20,23,0,1
581,4,15,86,0,1
716,1,7,29,0,1
642,4,15,41,0,1
870,6,21,47,0,1
585,2,16,24,0,1
801,2,18,54,0,1
731,4,12,51,0,1
710,2,15,44,0,1
298,0,13,62,0,0
739,2,14,62,0,1
580,3,16,36,0,1
533,2,17,59,1,1
377,0,12,45,0,0
599,2,16,45,0,1
605,1,19,36,1,1
404,3,18,51,1,1
379,3,8,65,1,1
672,3,6,54,1,1
730,1,13,47,0,1
628,1,9,75,0,0
772,1,17,63,1,1
587,3,17,54,1,1
591,3,19,52,0,1
462,2,11,48,0,1
365,1,12,66,0,0
878,2,16,75,1,1
769,1,12,53,0,1
391,3,25,77,0,1
623,3,10,39,0,1
584,0,19,30,1,1
558,0,14,50,0,0
538,3,14,43,1,1
657,1,9,53,1,1
722,4,8,23,0,1
660,1,15,69,0,1
581,1,18,55,0,1
576,0,17,22,0,1
740,1,11,57,0,1
669,1,16,33,0,1
610,1,20,43,0,1
594,5,21,39,0,1
651,1,19,56,0,1
529,2,10,31,0,1
723,3,22,55,1,1
438,1,9,62,1,1
538,0,11,29,1,1
691,0,15,21,0,1
430,1,17,32,1,1
364,2,14,42,0,1
609,1,16,58,0,1
345,3,16,48,0,1
405,2,14,10,0,1
713,3,15,29,0,1
569,2,11,48,1,1
792,1,14,67,1,1
419,4,10,23,0,1
585,0,18,48,0,0
659,2,14,38,0,1
424,1,17,57,0,0
754,2,14,55,0,1
676,1,26,35,0,1
358,2,19,53,0,1
594,1,15,31,0,1
657,3,21,55,1,1
511,3,19,69,0,1
378,1,16,64,1,1
641,2,17,55,1,1
931,1,6,45,0,1
541,2,16,47,0,1
835,2,7,68,0,1
487,2,10,31,0,1
632,3,21,49,0,1
715,2,16,46,1,1
598,1,22,61,0,1
555,0,15,27,0,1
708,1,15,48,0,1
883,3,12,53,0,1
645,1,17,66,0,1
522,2,14,54,0,1
571,4,7,57,0,1
977,1,14,51,0,1
620,3,10,36,1,1
510,1,16,52,0,1
428,4,20,46,0,1
326,1,11,55,1,1
654,5,7,49,1,1
698,3,7,42,0,1
540,2,15,45,0,1
597,1,13,71,0,0
424,3,18,28,0,1
619,0,18,69,0,0
672,2,18,53,0,1
519,4,24,30,1,1
853,3,22,63,0,1
474,2,14,74,0,1
642,1,26,40,1,1
727,4,16,57,1,1
588,4,7,56,0,1
571,3,10,59,0,1
385,3,16,50,1,1
803,1,11,40,0,1
574,3,13,29,0,1
680,1,19,72,0,1
700,1,20,45,1,1
505,3,22,59,0,1
570,1,28,19,0,1
800,3,14,50,0,1
432,1,11,53,1,1
919,2,17,51,0,1
488,2,14,47,0,1
423,0,20,32,0,1
619,2,15,54,0,1
931,1,7,60,0,1
313,2,14,47,0,1
578,2,13,69,0,1
671,0,9,74,0,0
605,0,13,52,0,0
657,3,19,41,0,1
492,5,18,92,0,1
510,2,17,57,0,1
577,0,26,31,0,1
430,1,12,35,0,1
593,0,5,75,0,0
541,0,8,77,0,0
529,3,11,50,0,1
648,0,13,31,1,1
326,3,10,39,0,1
565,4,12,61,0,1
947,1,16,59,0,1
437,3,15,59,0,1
792,3,13,47,1,1
608,2,8,47,0,1
509,2,17,40,0,1
401,3,12,67,0,1
620,3,16,47,0,1
818,0,18,48,1,1
541,2,18,35,1,1
587,4,15,64,0,1
751,3,7,54,1,1
651,1,14,41,0,1
364,2,11,68,0,0
614,0,17,50,0,0
826,4,15,29,1,1
594,2,15,56,1,1
188,1,14,45,0,0
658,2,17,63,0,1
570,4,14,45,0,1
325,1,12,44,0,1
348,3,22,50,1,1
746,3,21,34,0,1
490,0,11,29,0,1
463,2,9,78,0,0
594,4,15,82,0,1
503,2,18,50,1,1
615,2,12,49,0,1
569,2,15,62,1,1
420,2,7,65,0,1
523,3,20,22,1,1
666,4,10,67,1,1
606,1,12,15,0,1
587,1,12,19,0,1
890,1,15,38,0,1
709,0,14,70,1,1
727,1,8,60,1,1
575,0,10,50,0,0
633,0,18,50,0,1
535,1,21,41,1,1
716,2,20,60,0,1
583,4,18,64,0,1
633,2,18,54,1,1
624,3,13,34,1,1
597,1,16,56,0,1
1040,4,16,58,0,1
500,1,20,41,0,1
498,0,11,67,0,0
704,2,13,27,0,1
510,3,18,49,1,1
556,5,20,55,1,1
437,2,12,39,0,1
673,3,14,55,1,1
675,2,16,52,0,1
552,2,11,62,0,1
707,2,9,59,1,1
321,5,17,50,0,1
493,1,16,61,0,1
574,1,14,38,1,1
424,5,11,49,0,1
337,2,12,36,0,1
553,1,16,45,0,1
704,1,17,32,0,1
792,2,22,53,1,1
517,3,13,34,0,1
709,0,24,56,0,1
695,3,13,26,1,1
782,3,17,35,0,1
547,3,15,69,1,1
330,2,11,57,0,1
610,2,7,61,0,1
447,4,23,48,1,1
491,3,14,48,1,1
554,1,19,36,0,1
549,1,22,41,1,1
621,2,23,30,0,1
705,3,10,61,1,1
544,6,22,76,1,1
659,2,8,30,1,1
602,1,15,56,0,1
740,4,15,63,0,1
571,1,16,37,0,1
588,3,20,45,0,1
543,3,19,56,0,1
575,1,9,46,0,1
482,1,17,60,0,1
467,3,22,58,0,1
716,1,18,67,0,1
437,3,13,52,1,1
552,3,22,60,0,1
752,2,23,21,0,1
547,1,14,34,0,1
724,2,22,66,0,1
511,2,19,51,0,1
442,2,17,68,0,1
360,2,25,38,0,1
796,0,16,52,0,1
429,2,17,57,0,1
712,2,19,74,1,1
450,3,22,53,0,1
797,2,13,67,0,1
931,2,17,69,1,1
347,2,15,40,0,1
437,1,15,43,0,1
715,1,15,49,1,1
676,2,7,42,0,1
716,3,14,32,0,1
513,2,14,73,1,1
898,4,26,47,0,1
617,0,14,36,0,1
417,8,14,50,0,1
562,1,18,51,0,1
419,1,16,36,0,1
838,2,17,53,0,1
500,2,9,76,1,1
673,2,11,35,0,1
529,1,9,48,0,1
507,3,10,42,1,1
313,3,20,48,0,1
689,3,14,26,0,1
794,1,16,58,1,1
462,3,10,36,0,1
368,4,18,20,0,1
720,0,15,41,0,1
353,3,12,52,0,1
782,2,16,70,0,1
464,1,14,46,0,1
434,4,18,46,1,1
637,1,16,59,1,1
444,2,8,12,0,1
493,3,9,44,0,1
653,2,11,53,0,1
235,1,21,42,1,1
846,3,24,70,1,1
606,1,17,64,0,1
406,0,8,48,0,0
447,1,14,17,0,1
748,3,11,84,0,1
690,0,22,36,1,1
808,0,12,42,1,1
497,1,12,23,0,1
644,1,17,65,0,1
663,0,7,61,0,0
704,1,7,69,0,1
769,3,17,39,0,1
492,2,10,65,0,1
582,2,13,70,0,1
508,0,21,52,0,0
592,4,16,43,0,1
704,1,11,36,0,1
351,1,13,54,0,0
766,2,20,49,0,1
429,2,19,37,0,1
553,0,20,32,1,1
786,0,13,47,0,1
649,1,7,23,0,1
650,3,17,44,0,1
422,2,12,68,1,1
443,1,14,43,0,1
741,2,19,67,1,1
511,1,17,49,0,1
525,4,12,73,0,1
744,0,23,58,0,1
442,2,13,41,0,1
640,2,16,63,0,1
606,2,13,43,0,1
599,3,21,47,1,1
522,1,17,45,0,1
513,1,9,37,0,1
438,2,18,50,0,1
672,0,22,59,0,0
